url_name,zh_name,platinum,platinum,platinum
stradavar_prime_barrel,斯特拉迪瓦 Prime 枪管,,,
sundering_strike,破甲,,,
suppress,消音,,,
target_cracker,弱点专精,,,
tekko_prime_blueprint,铁钩手甲 Prime 蓝图,,,
tiberon_prime_blueprint,狂鲨 Prime 蓝图,,,
virtuos_shadow,正直·暗影,,,
warhead,湮灭弹头,,,
wildfire,野火,,,
wolf_sledge_head,恶狼战锤锤头,,,
zakti_prime_barrel,毒芽 Prime 枪管,,,
aero_periphery,空飞 边际,,,
afterburner,加力燃烧,,,
akbolto_prime_blueprint,螺钉双枪 Prime 蓝图,,,
akjagara_prime_blueprint,觉醒双枪 Prime 蓝图,,,
ankyros_prime_blade,甲龙双拳 Prime 刀刃,,,
arcane_healing,赋能·复原,,,
arcane_intention,赋能·心相,,,
arcane_phantasm,赋能·幻象,,,
atlas_prime_blueprint,Atlas Prime 蓝图,,,
atomic_fallout,原子烟尘,,,
bane_of_corpus,灭亡 Corpus,,,
bleeding_edge,血色刃缘,,,
bleeding_willow,血色万柳,,,
blind_justice,无明制裁,,,
cabochon_embolos,弧面型栓子凝石,,,
chilling_reload,激冷装填,,,
countermeasures,反制系统,,,
critical_meltdown,关键熔毁,,,
cruising_speed,巡航速度,,,
cutting_edge,切割刃缘,,,
depleted_reload,耗竭装填,,,
diamond_skin,钻石皮肤,,,
double_barrel_drift,游离双管,,,
eleventh_storm,终焉风暴,,,
energy_inversion,能量转化,,,
fractalized_reset,分形·重置,,,
fulmin_prime_blueprint,雷霆 Prime 蓝图,,,
gnashing_payara,狼鱼咬咬,,,
granums_nemesis,格拉努之劲敌,,,
guardian_derision,奚落守护,,,
gunsen_prime_handle,军扇 Prime 握柄,,,
hellfire,地狱火,,,
ice_spring,冰冷跃动,,,
ice_storm,冰风暴,,,
indomitable_matrix,不屈矩阵,,,
ion_burn,离子燃烧,,,
metal_fiber,金属纤维,,,
mischief,顽皮,,,
mobilize,全面驱动,,,
molt_reconstruct,蜕化·重塑,,,
motus_impact,跃动 冲击,,,
nagantaka_prime_receiver,噬蛇弩 Prime 枪机,,,
ninkondi_prime_chain,降灵追猎者 Prime 链条,,,
orthos_prime_blueprint,欧特鲁斯 Prime 蓝图,,,
pack_leader,领袖,,,
paris_prime_lower_limb,帕里斯 Prime 下弓臂,,,
patagium,翼膜,,,
perigale_barrel,月面狂风 枪管,,,
pistol_gambit,手枪精通,,,
point_strike,致命一击,,,
predator,捕食者,,,
protea_prime_blueprint,Protea Prime 蓝图,,,
proton_jet,质子 喷射,,,
provoked,激怒,,,
ravage,破灭,,,
reflex_coil,增幅线圈,,,
reflex_draw,反射拔枪,,,
residual_boils,残差·燃沸,,,
revo_reducer,节流降耗,,,
sarofang_handle,沙罗之牙 握柄,,,
sentient_scalpel,Sentient 解剖刀,,,
sharpened_claws,磨锋之爪,,,
shattering_impact,碎裂冲击,,,
shock_absorbers,减震器,,,
shotgun_barrage,霰弹弹幕,,,
smite_grineer,毁灭 Grineer,,,
sniper_ammo_mutation,狙击枪弹药转换,,,
spinning_needle,旋压刺针,,,
steel_fiber,钢铁纤维,,,
strafing_slide,滑行扫射,,,
superior_defenses,卓越防御,,,
swirling_tiger,旋风虎击,,,
synth_reflex,合成 反射,,,
tactical_pump,战术上膛,,,
territorial_aggression,侵略领土,,,
true_steel,斩铁,,,
vitality,生命力,,,
volnus_prime_blueprint,创伤 Prime 蓝图,,,
warm_coat,保温服,,,
worms_torment,蠕虫熬煎,,,
zylok_prime_receiver,席尔火枪 Prime 枪机,,,
agility_drift,矫捷窜升,,,
arcane_awakening,赋能·觉醒,,,
argon_plating,氩晶装甲,,,
arrow_mutation,箭矢转换,,,
banshee_prime_neuroptics_blueprint,Banshee Prime 头部神经光元 蓝图,,,
burston_prime_blueprint,伯斯顿 Prime 蓝图,,,
carnis_carapace,肉碾虫 壳甲,,,
charm,招福,,,
cold_snap,寒流来袭,,,
concealed_explosives,内置炸药,,,
concussion_rounds,震荡弹头,,,
enhanced_vitality,构造强化,,,
expel_grineer,驱逐 Grineer,,,
extend,延展,,,
failsafe,失效保险,,,
finishing_touch,画龙点睛,,,
firewalker,火焰行者,,,
garuda_prime_blueprint,Garuda Prime 蓝图,,,
guardian,守护者,,,
gun_glide,恒稳枪杆,,,
hildryn_prime_chassis_blueprint,Hildryn Prime 机体 蓝图,,,
knell_prime_blueprint,丧钟 Prime 蓝图,,,
larkspur_prime_stock,翠雀 Prime 枪托,,,
life_strike,生命打击,,,
loyal_companion,忠实搭档,,,
maglev,磁浮,,,
masseter_prime_blueprint,咀嚼金棒 Prime 蓝图,,,
motus_signal,跃动 信号,,,
nano_applicator,纳米涂覆,,,
necramech_fury,殁世机甲 狂暴,,,
pain_threshold,痛苦阈值,,,
paris_prime_string,帕里斯 Prime 弓弦,,,
perigale_receiver,月面狂风 枪机,,,
perigale_stock,月面狂风 枪托,,,
radiated_reload,辐能装填,,,
reach,剑风,,,
rending_strike,撕裂打击,,,
repair_kit,修补套件,,,
