url_name,zh_name,platinum,platinum,platinum
marquise_thyst,女侯爵赤色水晶,,,
master_thief,盗贼大师,,,
metal_auger,合金钻头,,,
no_return,有去无回,,,
north_wind,北风,,,
organ_shatter,肢解,,,
orthos_prime_handle,欧特鲁斯 Prime 握柄,,,
phantasma_prime_blueprint,幻离子 Prime 蓝图,,,
pressure_point,压迫点,,,
primary_merciless,主要·无情,,,
proton_pulse,质子 脉动,,,
radian_sentirum,弧度心智晶核,,,
radiant_zodian,发光的黄道宝石,,,
reaping_spiral,收割螺旋,,,
redirection,蓄能重划,,,
reflex_guard,反射防御,,,
relentless_combination,残酷组合,,,
rubedo_lined_barrel,红晶枪管,,,
rush,冲刺,,,
sarofang_set,沙罗之牙 一套,,,
scimitar_engines_blueprint,Scimitar 引擎 蓝图,,,
scourge_prime_blade,祸根 Prime 刀刃,,,
secondary_surge,次要·激涌,,,
seeking_fury,狂暴追猎,,,
seismic_palm,震撼冲拳,,,
shade_prime_blueprint,阴影 Prime 蓝图,,,
shield_charger,护盾充能,,,
sinking_talon,沉没之爪,,,
spare_parts,残余,,,
speed_trigger,灵敏扳机,,,
static_discharge,静电释放,,,
steady_hands,稳定枪手,,,
stealth_drift,匿踪窜升,,,
stormbringer,暴风使者,,,
stunning_speed,慑人神速,,,
sundering_weave,分裂编织,,,
tainted_clip,感染弹匣,,,
tainted_shell,污秽弹药,,,
tatsu_prime_blade,龙辰 Prime 刀刃,,,
tether_grenades,系绳榴弹,,,
thiefs_wit,盗贼天赋,,,
toxic_flight,剧毒飞腾,,,
vazarin_lens,Vazarin 晶体,,,
void_hole,虚空虹洞,,,
war_blade,战争之剑 刀片,,,
abyssal_beacon,深渊信标,,,
acceltra_prime_blueprint,迅发电浆炮 Prime 蓝图,,,
afuris_prime_link,盗贼双枪 Prime 连接器,,,
ammo_drum,弹鼓,,,
arcane_warmth,赋能·温暖,,,
bronco_prime_blueprint,野马 Prime 蓝图,,,
burston_prime_barrel,伯斯顿 Prime 枪管,,,
cobra_and_crane_prime_blueprint,眼镜蛇 & 鹤 Prime 蓝图,,,
coiling_viper,毒蛇螺旋,,,
convulsion,痉挛,,,
energy_channel,能量导引,,,
flux_overdrive,通量步枪超载,,,
fracturing_wind,破碎之风,,,
fulmin_prime_barrel,雷霆 Prime 枪管,,,
fulmin_prime_stock,雷霆 Prime 枪托,,,
grendel_prime_neuroptics_blueprint,Grendel Prime 头部神经光元 蓝图,,,
hornet_strike,黄蜂螫刺,,,
medi_pet_kit,宠物治疗套件,,,
melee_fortification,近战·坚壁,,,
orthos_prime_blade,欧特鲁斯 Prime 刀刃,,,
paris_prime_grip,帕里斯 Prime 弓身,,,
primary_dexterity,主要·熟练,,,
purified_heciphron,高纯聚合荧石,,,
razor_shot,剃刀射击,,,
secondary_merciless,次要·无情,,,
serration,膛线,,,
shade_prime_cerebrum,阴影 Prime 头部,,,
stahlta_barrel,钢刃步枪 枪管,,,
stellated_necrathene,星形殁世烯,,,
streamline,简化,,,
stretch,延伸,,,
thunderbolt,雷火,,,
undying_will,不朽意志,,,
wisp_prime_systems_blueprint,Wisp Prime 系统 蓝图,,,
zylok_prime_barrel,席尔火枪 Prime 枪管,,,
afuris_prime_blueprint,盗贼双枪 Prime 蓝图,,,
akbronco_prime_blueprint,野马双枪 Prime 蓝图,,,
baruuk_prime_chassis_blueprint,Baruuk Prime 机体 蓝图,,,
gaias_tragedy,母神悲歌,,,
hildryn_prime_neuroptics_blueprint,Hildryn Prime 头部神经光元 蓝图,,,
infected_clip,污染弹匣,,,
kinetic_ricochet,动力回弹,,,
larkspur_prime_receiver,翠雀 Prime 枪机,,,
paris_prime_blueprint,帕里斯 Prime 蓝图,,,
point_blank,抵近射击,,,
primary_deadhead,主要·死首,,,
tatsu_prime_blueprint,龙辰 Prime 蓝图,,,
thermagnetic_shells,热磁弹药,,,
vulpine_mask,狡狐诈面,,,
afuris_prime_barrel,盗贼双枪 Prime 枪管,,,
ambassador_barrel,使节 枪管,,,
ambassador_receiver,使节 枪机,,,
ambassador_stock,使节 枪托,,,
braton_prime_blueprint,布莱顿 Prime 蓝图,,,
burning_wasp,炙热黄蜂,,,
burston_prime_receiver,伯斯顿 Prime 枪机,,,
esher_devar,伊舍兄弟之石,,,
faceted_tiametrite,多面提亚美凝石,,,
fang_prime_blueprint,狼牙 Prime 蓝图,,,
goblite_tears,泪滴形填充细石,,,
gunsen_prime_blueprint,军扇 Prime 蓝图,,,
heart_noctrul,心形夜石,,,
hildryn_prime_systems_blueprint,Hildryn Prime 系统 蓝图,,,
kitgun_riven_mod_(veiled),组合枪裂罅 Mod （尚未揭开）,,,
larkspur_prime_blueprint,翠雀 Prime 蓝图,,,
lex_prime_blueprint,雷克斯 Prime 蓝图,,,
marquise_veridos,女侯爵翠萤石,,,
masseter_prime_handle,咀嚼金棒 Prime 握柄,,,
orvius_disc,灵枢 圆盘,,,
paris_prime_upper_limb,帕里斯 Prime 上弓臂,,,
power_throw,奋力一掷,,,
purged_dagonic,净化达戈琥珀,,,
secondary_deadhead,次要·死首,,,
secondary_dexterity,次要·熟练,,,
shade_prime_systems,阴影 Prime 系统,,,
smooth_phasmin,光滑翡斯敏石,,,
star_amarast,星形紫苋石,,,
star_crimzian,星形绯红石,,,
stropha_stock,诡计之刃 枪托,,,
tear_azurite,泪滴形石青,,,
war_hilt,战争之剑 握柄,,,
