url_name,zh_name,platinum,platinum,platinum
boar_prime_barrel,野猪 Prime 枪管,,,
bane_of_corrupted,灭亡 Orokin,,,
corvas_set,黑鸦 一套,,,
destreza_prime_set,技巧之剑 Prime 一套,,,
exodia_brave,神威·勇武,,,
mortal_conduct,垂死挣扎,,,
rail_guards,护轨器,,,
rauta_receiver,锐铁 枪机,,,
red_veil_temple_simulacrum,血色面纱神庙幻影装置,,,
volt_prime_neuroptics_blueprint,Volt Prime 头部神经光元 蓝图,,,
wyrm_prime_systems,蛟龙 Prime 系统,,,
inertia_dampeners,惯性减震,,,
panzer_vulpaphyla_imprint,铁甲狐帕菲拉 基因印记,,,
equinox_prime_systems_blueprint,Equinox Prime 系统 蓝图,,,
aeolak_stock_blueprint,风鸣 枪托 蓝图,,,
necramech_rage,殁世机甲 狂暴化,,,
octavia_prime_blueprint,Octavia Prime 蓝图,,,
rauta_barrel,锐铁 枪管,,,
sicarus_prime_set,暗杀者 Prime 一套,,,
synoid_gammacor,枢议·咖玛腕甲枪,,,
telos_boltace,终极·螺钉拐刃,,,
akjagara_prime_barrel,觉醒双枪 Prime 枪管,,,
ballista_measure,弩炮测距,,,
ninkondi_prime_handle,降灵追猎者 Prime 握柄,,,
rubico_prime_blueprint,绝路 Prime 蓝图,,,
spira_prime_pouch,旋刃飞刀 Prime 镖袋,,,
telos_akbolto,终极·螺钉双枪,,,
thundermiter,雷电米特尔,,,
tipedo_prime_handle,提佩多 Prime 握柄,,,
peculiar_audience,观众怪奇,,,
protea_prime_chassis_blueprint,Protea Prime 机体 蓝图,,,
primed_charged_shell,充电弹头 Prime,,,
rakta_cernos,绯红·西诺斯,,,
aero_agility,空飞 灵巧,,,
bonewidow_weapon_pod,骨骸寡妇 武器舱,,,
galatine_prime_blueprint,迦伦提恩 Prime 蓝图,,,
nagantaka_prime_set,噬蛇弩 Prime 一套,,,
pyrana_prime_blueprint,食人鱼 Prime 蓝图,,,
scindo_prime_set,分裂斩斧 Prime 一套,,,
seismic_bond,震撼连结,,,
sheev_set,希芙 一套,,,
wyrm_prime_cerebrum,蛟龙 Prime 头部,,,
elytron_set,鞘翅 一套,,,
latron_prime_blueprint,拉特昂 Prime 蓝图,,,
static_alacrity,活泼静电,,,
stradavar_prime_set,斯特拉迪瓦 Prime 一套,,,
volnus_prime_set,创伤 Prime 一套,,,
aksomati_prime_link,轻灵月神双枪 Prime 连接器,,,
crescent_vulpaphyla_imprint,月刃狐帕菲拉 基因印记,,,
gunsen_prime_set,军扇 Prime 一套,,,
magus_husk,魔导·外壳,,,
pandero_prime_set,手鼓 Prime 一套,,,
prism_guard,棱镜护卫,,,
rakta_ballistica,绯红·布里斯提卡,,,
ash_prime_systems_blueprint,Ash Prime 系统 蓝图,,,
khora_prime_neuroptics_blueprint,Khora Prime 头部神经光元 蓝图,,,
nautilus_prime_blueprint,鹦鹉螺 Prime 蓝图,,,
destreza_prime_blade,技巧之剑 Prime 刀刃,,,
ember_prime_blueprint,Ember Prime 蓝图,,,
titania_prime_systems_blueprint,Titania Prime 系统 蓝图,,,
banshee_prime_chassis_blueprint,Banshee Prime 机体 蓝图,,,
gram_prime_set,格拉姆 Prime 一套,,,
inaros_prime_neuroptics_blueprint,Inaros Prime 头部神经光元 蓝图,,,
karak_wraith_stock,卡拉克·亡魂 枪托,,,
kavats_grace,库娃的优雅,,,
oberon_prime_neuroptics_blueprint,Oberon Prime 头部神经光元 蓝图,,,
scourge_prime_barrel,祸根 Prime 枪管,,,
silva_and_aegis_prime_guard,席瓦 & 神盾 Prime 护手,,,
phantasma_prime_set,幻离子 Prime 一套,,,
vaykor_hek,勇气·海克,,,
augur_secrets,预言 神密,,,
odonata_prime_wings_blueprint,陨蜓 Prime 机翼 蓝图,,,
rime_rounds,白霜弹头,,,
tekko_prime_blade,铁钩手甲 Prime 刀刃,,,
cernos_prime_lower_limb,西诺斯 Prime 下弓臂,,,
corufell_set,闪劫 一套,,,
fabrica_anatomica_scene,解剖构造场景,,,
harrows_temple_scene,Harrow 神庙场景,,,
hydraulic_chamber,液压枪膛,,,
kavasa_prime_buckle,喀婆萨 Prime 项圈扣,,,
odomedic,气息疗愈,,,
sly_devolution,狡黠回溯,,,
tactical_retreat,战术性撤退,,,
vaykor_sydon,勇气·恶龙,,,
arum_spinosa_guard,疆南星刺 护手,,,
covert_bond,隐蔽连结,,,
kavasa_prime_kubrow_collar_set,喀婆萨 Prime 库狛项圈 一套,,,
pangolin_prime_set,鲮鲤剑 Prime 一套,,,
peculiar_bloom,花开怪奇,,,
primed_cleanse_corrupted,净化 Orokin Prime,,,
strun_wraith_receiver,斯特朗·亡魂 枪机,,,
duplex_bond,双影连结,,,
wolf_sledge_motor,恶狼战锤马达,,,
dual_rounds,双重弹头,,,
knell_prime_set,丧钟 Prime 一套,,,
vasto_prime_set,瓦斯托 Prime 一套,,,
archon_stretch,执刑官 延伸,,,
contagious_bond,传染连结,,,
eidolon_madurai_lens,夜灵 Mardurai 晶体,,,
ordnance_velocity,火炮速度,,,
trail_blazer,轨上燃焰,,,
zakti_prime_set,毒芽 Prime 一套,,,
archon_intensify,执刑官 聚精会神,,,
exodia_valor,神威·勇猛,,,
loki_prime_chassis_blueprint,Loki Prime 机体 蓝图,,,
melee_duplicate,近战·刃影,,,
mesa_prime_neuroptics_blueprint,Mesa Prime 头部神经光元 蓝图,,,
oberon_prime_systems_blueprint,Oberon Prime 系统 蓝图,,,
transfusion,血注,,,
vaykor_marelok,勇气·玛瑞火枪,,,
karyst_prime_set,凯洛斯特 Prime 一套,,,
nidus_prime_chassis_blueprint,Nidus Prime 机体 蓝图,,,
sly_vulpaphyla_imprint,狡黠狐帕菲拉 基因印记,,,
strain_eruption,菌株 爆裂,,,
baruuk_prime_set,Baruuk Prime 一套,,,
glaive_prime_blueprint,战刃 Prime 蓝图,,,
mending_shot,补愈射击,,,
peculiar_growth,生长怪奇,,,
restorative_bond,恢复连结,,,
vigilante_supplies,私法 补给,,,
nitro_boost,氮气喷射,,,
sacrifice,牺牲,,,
final_act,搏命反扑,,,
latron_wraith_receiver,拉特昂·亡魂 枪机,,,
momentous_bond,重大连结,,,
mystic_bond,神秘连结,,,
vectis_prime_stock,守望者 Prime 枪托,,,
akbolto_prime_receiver,螺钉双枪 Prime 枪机,,,
akstiletto_prime_receiver,史提托双枪 Prime 枪机,,,
draining_bite,吸血噬咬,,,
piercing_caliber,穿甲口径,,,
primed_ravage,破灭 Prime,,,
snipetron_vandal_stock,狙击特昂·破坏者 枪托,,,
sonic_boost,声波提升,,,
telos_boltor,终极·螺钉步枪,,,
twin_vipers_wraith_receivers,双子蝰蛇·亡魂 枪机,,,
clip_delegation,弹能过继,,,
expel_corrupted,驱逐 Orokin,,,
necramech_repair,殁世机甲 修复,,,
stropha_set,诡计之刃 一套,,,
tandem_bond,串联连结,,,
