url_name,zh_name,platinum,platinum,platinum
primed_fast_hands,爆发装填 Prime,,,
arc_coil,电弧线圈,,,
primed_cleanse_grineer,净化 Grineer Prime,,,
primed_magazine_warp,弹匣增幅 Prime,,,
trinity_prime_set,Trinity Prime 一套,,,
akmagnus_prime,麦格努斯双枪 Prime 一套,,,
frost_prime_blueprint,Frost Prime 蓝图,,,
meridian_armor_set,Meridian Armor Set,,,
primed_heated_charge,火焰装填 Prime,,,
primed_pistol_gambit,手枪精通 Prime,,,
primed_rubedo_lined_barrel,红晶枪管 Prime,,,
reawaken,再启动,,,
rubico_prime_set,绝路 Prime 一套,,,
gamma_beacon,Gamma 信标,,,
karak_wraith_set,卡拉克·亡魂 一套,,,
nova_prime_chassis_blueprint,Nova Prime 机体 蓝图,,,
primed_ammo_stock,霰弹扩充 Prime,,,
primed_smite_grineer,毁灭 Grineer Prime,,,
primed_tactical_pump,战术上膛 Prime,,,
scourge_prime_set,祸根 Prime 一套,,,
voltaic_strike,伏打电能,,,
red_veil_armor_set,Red Veil Armor Set,,,
ivara_prime_set,Ivara Prime 一套,,,
prisma_dual_decurions,棱晶·什长双枪,,,
protea_prime_set,Protea Prime 一套,,,
tenora_prime_set,双簧管 Prime 一套,,,
astral_autopsy,星界剖解,,,
primed_convulsion,痉挛 Prime,,,
split_flights,分裂飞行,,,
wolf_sledge_set,恶狼战锤 一套,,,
cyngas_set,合成燃气炮 一套,,,
primed_firestorm,烈焰风暴 Prime,,,
detect_vulnerability,弱点侦测,,,
energy_generator,能量产生器,,,
inaros_prime_set,Inaros Prime 一套,,,
equinox_prime_set,Equinox Prime 一套,,,
ninkondi_prime_set,降灵追猎者 Prime 一套,,,
sybaris_prime_set,席芭莉丝 Prime 一套,,,
velocitus_set,极速电磁步枪 一套,,,
primed_bane_of_corrupted,灭亡 Orokin Prime,,,
bite,咬碎,,,
volatile_variant,易爆变体,,,
basin_cay_scene,盆地岛场景,,,
jolt,电流震击,,,
primed_chilling_grasp,急冻控场 Prime,,,
primed_continuity,持久力 Prime,,,
primed_expel_infested,驱逐 Infested Prime,,,
primed_shotgun_ammo_mutation,霰弹枪弹药转换 Prime,,,
chroma_prime_set,Chroma Prime 一套,,,
primed_expel_corpus,驱逐 Corpus Prime,,,
nikana_prime_hilt,侍刃 Prime 握柄,,,
dual_kamas_prime_blade,双短柄战镰 Prime 刀刃,,,
negate,抵消,,,
primed_animal_instinct,动物本能 Prime,,,
primed_dual_rounds,双重弹头 Prime,,,
rhino_prime_set,Rhino Prime 一套,,,
turret_velocity,炮台速度,,,
energy_conversion,能量转换,,,
garuda_prime_systems_blueprint,Garuda Prime 系统 蓝图,,,
hikou_prime_set,飞扬 Prime 一套,,,
primed_smite_infested,毁灭 Infested Prime,,,
akarius_prime_set,阿利乌双枪 Prime 一套,,,
cordon,防线封锁,,,
dual_decurion_set,什长双枪 一套,,,
empowered_blades,强化刀锋,,,
health_conversion,生命转换,,,
primed_slip_magazine,串联弹匣 Prime,,,
atlas_prime_neuroptics_blueprint,Atlas Prime 头部神经光元 蓝图,,,
guandao_prime_set,关刀 Prime 一套,,,
plan_b,应急备案,,,
primed_bane_of_corpus,灭亡 Corpus Prime,,,
vastilok,瓦斯提枪刃,,,
vauban_prime_systems_blueprint,Vauban Prime 系统 蓝图,,,
zhuge_prime_set,诸葛连弩 Prime 一套,,,
fragor_prime_set,重击巨锤 Prime 一套,,,
precision_strike,精准打击,,,
botanist,植物学家,,,
kappa_beacon,Kappa 信标,,,
dreamers_wrath,梦者之怒,,,
mag_prime_blueprint,Mag Prime 蓝图,,,
sevagoth_prime_chassis_blueprint,Sevagoth Prime 机体 蓝图,,,
mirage_prime_blueprint,Mirage Prime 蓝图,,,
pyrana_prime_set,食人鱼 Prime 一套,,,
silva_and_aegis_prime_set,席瓦 & 神盾 Prime 一套,,,
sporothrix_stock,孢丝感染枪 枪托,,,
primed_flow,川流不息 Prime,,,
saryn_prime_chassis_blueprint,Saryn Prime 机体 蓝图,,,
akvasto_prime_blueprint,瓦斯托双枪 Prime 蓝图,,,
zephyr_prime_systems_blueprint,Zephyr Prime 系统 蓝图,,,
euphona_prime_set,悦音 Prime 一套,,,
panthera_prime_set,猎豹 Prime 一套,,,
primed_fever_strike,热病打击 Prime,,,
baza_prime_stock,苍鹰 Prime 枪托,,,
carrier_prime_cerebrum,搬运者 Prime 头部,,,
harrow_prime_set,Harrow Prime 一套,,,
kinetic_friction,动能摩擦,,,
little_cay_scene,小岛场景,,,
amesha_set,圣使 一套,,,
ankyros_prime_set,甲龙双拳 Prime 一套,,,
hec_hound_blueprint,骸克猎犬 蓝图,,,
imperator_vandal_set,凯旋将军·破坏者 一套,,,
primed_reach,剑风 Prime,,,
combo_fury,连击狂怒,,,
reaper_prime_set,收割者 Prime 一套,,,
tigris_prime_set,猛虎 Prime 一套,,,
energizing_shot,充沛射击,,,
moonlit_courtyard_simulacrum,月光庭院幻影装置,,,
pathocyst_set,病囊飞刃 一套,,,
snipetron_vandal_set,狙击特昂·破坏者 一套,,,
akstiletto_prime_barrel,史提托双枪 Prime 枪管,,,
tiberon_prime_set,狂鲨 Prime 一套,,,
helios_prime_cerebrum,赫利俄斯 Prime 头部,,,
mag_locks,磁吸固锁,,,
shell_shock,电冲弹药,,,
vizier_predasite_imprint,宰相扑猎达赛 基因印记,,,
ambassador_blueprint,使节 蓝图,,,
primed_morphic_transformer,非晶变压器 Prime,,,
primed_pressure_point,压迫点 Prime,,,
vectis_prime_receiver,守望者 Prime 枪机,,,
aklex_prime_link,雷克斯双枪 Prime 连接器,,,
blaze,烈焰,,,
bomb_the_landin,轰炸落地,,,
gara_prime_blueprint,Gara Prime 蓝图,,,
grinloked,精准火枪,,,
itzal_set,刺影 一套,,,
magnus_prime_set,麦格努斯 Prime 一套,,,
odonata_prime_set,陨蜓 Prime 一套,,,
onkkos_command_post_scene,昂克的指挥所场景,,,
rathbone_set,拉斯波恩 一套,,,
secondary_wind,回气再起,,,
sporothrix_receiver,孢丝感染枪 枪机,,,
wukong_prime_blueprint,Wukong Prime 蓝图,,,
ambulas_arena_simulacrum,Ambulas 竞技场幻影装置,,,
sabot_rounds,覆壳弹药,,,
grendel_prime_set,Grendel Prime 一套,,,
nidus_prime_neuroptics_blueprint,Nidus Prime 头部神经光元 蓝图,,,
okina_prime_set,翁 Prime 一套,,,
strun_prime_set,斯特朗 Prime 一套,,,
valkyr_prime_chassis_blueprint,Valkyr Prime 机体 蓝图,,,
wisp_prime_set,Wisp Prime 一套,,,
gauss_prime_set,Gauss Prime 一套,,,
venka_prime_gauntlet,凯旋之爪 Prime 手套,,,
loki_prime_systems_blueprint,Loki Prime 系统 蓝图,,,
dakra_prime_set,达克拉 Prime 一套,,,
final_tap,最终一击,,,
hydroid_prime_systems_blueprint,Hydroid Prime 系统 蓝图,,,
mara_detron,苦痛·德特昂,,,
redeemer_prime_set,救赎者 Prime 一套,,,
revenant_prime_set,Revenant Prime 一套,,,
afuris_prime_set,盗贼双枪 Prime 一套,,,
primed_point_blank,抵近射击 Prime,,,
shedu_set,舍杜 一套,,,
the_abandoned_vessel_scene,废弃承载体场景,,,
boltor_prime_set,螺钉步枪 Prime 一套,,,
arcane_energize,赋能·充沛,,,
