url_name,zh_name,platinum,platinum,platinum
deadly_efficiency,致命效率,,,
ember_prime_chassis_blueprint,Ember Prime 机体 蓝图,,,
focused_defense,重点防御,,,
gauss_prime_blueprint,Gauss Prime 蓝图,,,
hespar_handle_blueprint,暮斩 握柄 蓝图,,,
jugulus_barbs,喉骨刃者 倒刺,,,
magus_lockdown,魔导·封锁,,,
magus_melt,魔导·热熔,,,
masseter_prime_blade,咀嚼金棒 Prime 刀刃,,,
mecha_recharge,机甲 充能,,,
nami_skyla_prime_blueprint,海波斯库拉对剑 Prime 蓝图,,,
neutralize,啃咬压制,,,
niras_hatred,混沌蛇主之恨,,,
rifle_elementalist,步枪元素师,,,
secondary_shiver,次要·冷颤,,,
sevagoth_prime_neuroptics_blueprint,Sevagoth Prime 头部神经光元 蓝图,,,
shotgun_amp,霰弹枪增幅,,,
swift_mercy,迅捷怜悯,,,
swooping_falcon,猎鹰俯击,,,
trinity_prime_neuroptics_blueprint,Trinity Prime 头部神经光元 蓝图,,,
vile_acceleration,卑劣加速,,,
arcane_guardian,赋能·保卫者,,,
battle_forge,战斗锻造,,,
epitaph_barrel,葬铭 枪管,,,
fomorian_accelerant,巨人促进剂,,,
frost_prime_neuroptics_blueprint,Frost Prime 头部神经光元 蓝图,,,
hit_and_run,脚底抹油,,,
kavasa_prime_kubrow_collar_blueprint,喀婆萨 Prime 库狛项圈 蓝图,,,
live_wire,火线电击,,,
magus_cadence,魔导·韵律,,,
magus_replenish,魔导·充盈,,,
mesa_prime_blueprint,Mesa Prime 蓝图,,,
necramech_deflection,殁世机甲 充能,,,
niras_contempt,混沌蛇主之鄙,,,
nova_prime_neuroptics_blueprint,Nova Prime 头部神经光元 蓝图,,,
runtime,溜之大吉,,,
shrapnel_shot,破片射击,,,
stahlta_receiver,钢刃步枪 枪机,,,
steflos_barrel,石晶之花 枪管,,,
stradavar_prime_stock,斯特拉迪瓦 Prime 枪托,,,
tether,束缚力场,,,
titania_prime_neuroptics_blueprint,Titania Prime 头部神经光元 蓝图,,,
valkyr_prime_neuroptics_blueprint,Valkyr Prime 头部神经光元 蓝图,,,
aerial_prospectus,空中招股,,,
astral_slash,星体切砍,,,
ballistica_prime_upper_limb,布里斯提卡 Prime 上弓臂,,,
cernos_prime_string,西诺斯 Prime 弓弦,,,
chilling_globe,冰封护罩,,,
comet_blast,彗星爆发,,,
covert_lethality,致命匿杀,,,
heavy_caliber,重口径,,,
howl,嚎声,,,
hydraulic_crosshairs,液压准心,,,
ivara_prime_blueprint,Ivara Prime 蓝图,,,
malicious_code,恶毒指令,,,
necramech_enemy_sense,殁世机甲 敌人感应,,,
necramech_friction,殁世机甲 摩擦,,,
oberon_prime_blueprint,Oberon Prime 蓝图,,,
piercing_step,穿刺步伐,,,
pyrana_prime_barrel,食人鱼 Prime 枪管,,,
semi_rifle_cannonade,半自动步枪炮轰,,,
sybaris_prime_stock,席芭莉丝 Prime 枪托,,,
vicious_frost,蚀骨寒霜,,,
zephyr_prime_chassis_blueprint,Zephyr Prime 机体 蓝图,,,
arcane_blade_charger,赋能·刀刃充能,,,
arcane_double_back,赋能·回返,,,
arcane_ice,赋能·冰冷,,,
combat_discipline,战斗教条,,,
combustion_rounds,燃烧弹头,,,
corvas_prime_receiver,黑鸦 Prime 枪机,,,
dakra_prime_blueprint,达克拉 Prime 蓝图,,,
eidolon_lens_blueprint,夜灵晶体 蓝图,,,
hikou_prime_stars,飞扬 Prime 星镖,,,
kinetic_diversion,动力转移,,,
link_vitality,链接生命力,,,
mesa_prime_chassis_blueprint,Mesa Prime 机体 蓝图,,,
pax_charge,和平·电充,,,
pyrana_prime_receiver,食人鱼 Prime 枪机,,,
secondary_kinship,次要·手足,,,
sharpened_bullets,尖锐子弹,,,
sheev_heatsink,希芙 散热片,,,
shotgun_cannonade,半自动霰弹枪炮轰,,,
sicarus_prime_barrel,暗杀者 Prime 枪管,,,
snap_shot,速射,,,
virtuos_tempo,正直·节奏,,,
arcane_battery,赋能·电池,,,
auxiliary_power,辅助动力,,,
blazing_steel,炽烈坚刃,,,
braton_prime_set,布莱顿 Prime 一套,,,
carving_mantis,雕斩螳螂,,,
crimson_fugue,猩红逐击,,,
deceptive_bond,虚伪连结,,,
dreamers_bond,梦者羁绊,,,
furax_wraith_right_gauntlet,弗拉克斯·亡魂 右拳套,,,
hunt,狩猎,,,
insulation,隔热,,,
limbo_prime_blueprint,Limbo Prime 蓝图,,,
magnus_prime_receiver,麦格努斯 Prime 枪机,,,
particle_ram,粒子冲撞,,,
physique,体魄,,,
primary_plated_round,主要·镀金弹头,,,
protect,保护,,,
shotgun_elementalist,霰弹枪元素师,,,
silva_and_aegis_prime_blade,席瓦 & 神盾 Prime 刀刃,,,
silva_and_aegis_prime_hilt,席瓦 & 神盾 Prime 握柄,,,
stand_united,团结一致,,,
swift_momentum,迅敏动量,,,
system_reroute,系统重划,,,
target_acquired,锁定目标,,,
velox_barrel,逐电 枪管,,,
aeolak_barrel_blueprint,风鸣 枪管 蓝图,,,
akbolto_prime_barrel,螺钉双枪 Prime 枪管,,,
akjagara_prime_link,觉醒双枪 Prime 连接器,,,
anemic_agility,乏能迅敏,,,
arcane_acceleration,赋能·加速,,,
automatic_trigger,自动扳机,,,
boreals_contempt,诡文枭主之鄙,,,
cernos_prime_grip,西诺斯 Prime 弓身,,,
chroma_prime_chassis_blueprint,Chroma Prime 机体 蓝图,,,
critical_deceleration,降速暴击,,,
deck_12_scene,12 号甲板场景,,,
diversified_denial,多元否认,,,
equilibrium,均衡点,,,
gorgon_wraith_receiver,蛇发女妖·亡魂 枪机,,,
inaros_prime_blueprint,Inaros Prime 蓝图,,,
inaros_prime_systems_blueprint,Inaros Prime 系统 蓝图,,,
kogake_prime_boot,科加基 Prime 靴子,,,
magazine_extension,扩充弹匣,,,
malignant_force,致命火力,,,
mecha_pulse,机甲 脉冲,,,
pangolin_prime_handle,鲮鲤剑 Prime 握柄,,,
pistol_riven_mod_(veiled),手枪裂罅 Mod （尚未揭开）,,,
sevagoth_prime_systems_blueprint,Sevagoth Prime 系统 蓝图,,,
shred,撕裂,,,
slip_magazine,串联弹匣,,,
snipetron_vandal_blueprint,狙击特昂·破坏者 蓝图,,,
stahlta_stock,钢刃步枪 枪托,,,
sybaris_prime_receiver,席芭莉丝 Prime 枪机,,,
vasto_prime_barrel,瓦斯托 Prime 枪管,,,
volcanic_edge,爆裂刀刃,,,
zakti_prime_receiver,毒芽 Prime 枪机,,,
animal_instinct,动物本能,,,
arcane_ultimatum,赋能·通牒,,,
assault_mode,突击模式,,,
atlantis_vulcan,深渊之火,,,
atlas_prime_chassis_blueprint,Atlas Prime 机体 蓝图,,,
ballistica_prime_receiver,布里斯提卡 Prime 枪机,,,
boreals_hatred,诡文枭主之恨,,,
burston_prime_set,伯斯顿 Prime 一套,,,
chroma_prime_blueprint,Chroma Prime 蓝图,,,
collision_force,冲击巨力,,,
contagious_spread,传染蔓延,,,
corinth_prime_receiver,科林斯 Prime 枪机,,,
decisive_judgement,果断裁决,,,
eagle_eye,鹰眼,,,
efficient_transferral,高效传输,,,
electromagnetic_shielding,电磁屏障,,,
energy_nexus,能量枢纽,,,
epitaph_blueprint,葬铭 蓝图,,,
epitaph_receiver,葬铭 枪机,,,
evasive_denial,推诿否认,,,
expel_the_murmur,驱逐低语者,,,
focused_prospectus,重点招股,,,
furax_wraith_left_gauntlet,弗拉克斯·亡魂 左拳套,,,
galeforce_dawn,狂风压境,,,
gram_prime_blueprint,格拉姆 Prime 蓝图,,,
hunter_track,猎人 追踪,,,
hunters_bonesaw,猎人骨锯,,,
karyst_prime_blueprint,凯洛斯特 Prime 蓝图,,,
kavasa_prime_band,喀婆萨 Prime 项圈带,,,
laser_sight,雷射瞄具,,,
link_fiber,链接纤维,,,
link_redirection,链接蓄能,,,
mandonel_receiver,辐光弩炮 枪机,,,
maul,捶击,,,
melee_guidance,近战指引,,,
melee_influence,近战·侵染,,,
meteor_crash,流星撞击,,,
molt_augmented,蜕化·升腾,,,
nagantaka_prime_stock,噬蛇弩 Prime 枪托,,,
nebula_bore,星云钻孔,,,
nidus_prime_blueprint,Nidus Prime 蓝图,,,
octavia_prime_neuroptics_blueprint,Octavia Prime 头部神经光元 蓝图,,,
out_of_sight,视野之外,,,
pangolin_prime_blade,鲮鲤剑 Prime 刀刃,,,
panthera_prime_blueprint,猎豹 Prime 蓝图,,,
panthera_prime_stock,猎豹 Prime 枪托,,,
parallax_engines_blueprint,星察引擎 蓝图,,,
pathogen_rounds,病原弹头,,,
perigale_set,月面狂风 一套,,,
pistol_elementalist,手枪元素师,,,
pistol_pestilence,瘟疫手枪,,,
pointed_wind,尖锐之风,,,
primary_exhilarate,主要·激昂,,,
protea_prime_neuroptics_blueprint,Protea Prime 头部神经光元 蓝图,,,
rage,狂暴化,,,
rhino_prime_chassis_blueprint,Rhino Prime 机体 蓝图,,,
rhino_prime_systems_blueprint,Rhino Prime 系统 蓝图,,,
rifle_ammo_mutation,步枪弹药转换,,,
rubico_prime_receiver,绝路 Prime 枪机,,,
